posx,posy,ang
1104.000000,193.000000,-39.546146
1104.000000,194.000000,-39.368607
1104.000000,193.000000,-39.111217
1104.000000,193.000000,-38.914913
1104.000000,193.000000,-38.836201
1104.000000,194.000000,-38.858829
1104.000000,194.000000,-38.930996
1104.000000,194.000000,-39.001842
1104.000000,194.000000,-39.042313
1104.000000,194.000000,-39.048187
1104.000000,193.000000,-38.613579
1104.000000,193.000000,-38.104183
1104.000000,194.000000,-38.182011
1104.000000,193.000000,-38.569145
1104.000000,193.000000,-38.974552
1104.000000,194.000000,-38.803284
1104.000000,193.000000,-38.785793
1104.000000,194.000000,-38.865128
1104.000000,194.000000,-38.967670
1104.000000,193.000000,-38.205090
1104.000000,193.000000,-37.675480
1104.000000,194.000000,-37.920692
1104.000000,194.000000,-38.514465
1104.000000,194.000000,-38.645119
1104.000000,193.000000,-38.451580
1104.000000,193.000000,-38.150211
1104.000000,194.000000,-38.329899
1104.000000,194.000000,-38.714527
1104.000000,194.000000,-39.057720
1104.000000,194.000000,-39.233372
1104.000000,194.000000,-39.238098
1104.000000,194.000000,-38.723461
1104.000000,193.000000,-38.539448
1104.000000,194.000000,-38.624794
1104.000000,194.000000,-38.831268
1104.000000,194.000000,-39.021973
1104.000000,193.000000,-39.123798
1104.000000,194.000000,-39.131340
1104.000000,194.000000,-39.080845
1104.000000,194.000000,-39.017666
1104.000000,193.000000,-38.555614
1104.000000,193.000000,-38.054466
1104.000000,194.000000,-37.739983
1104.000000,194.000000,-37.665577
1104.000000,194.000000,-38.179909
1104.000000,194.000000,-38.822014
1104.000000,194.000000,-39.270168
1104.000000,194.000000,-39.000252
1104.000000,194.000000,-36.753571
1104.000000,194.000000,-34.295067
1104.000000,194.000000,-34.830097
1104.000000,194.000000,-36.884106
1104.000000,194.000000,-38.963978
1104.000000,193.000000,-40.189743
1104.000000,194.000000,-40.406090
1104.000000,194.000000,-39.944435
1104.000000,194.000000,-39.281033
1104.000000,193.000000,-38.777416
1104.000000,194.000000,-38.577274
1104.000000,193.000000,-38.637421
1104.000000,193.000000,-38.406063
1104.000000,193.000000,-38.101696
1104.000000,194.000000,-38.299915
1104.000000,193.000000,-38.707859
1104.000000,193.000000,-39.067410
1104.000000,193.000000,-39.248539
1104.000000,193.000000,-39.250114
1104.000000,194.000000,-39.146511
1104.000000,194.000000,-39.024975
1104.000000,193.000000,-38.943794
1104.000000,193.000000,-38.920025
1104.000000,193.000000,-38.939610
1104.000000,193.000000,-38.976246
1104.000000,193.000000,-39.007500
1104.000000,194.000000,-38.604668
1104.000000,194.000000,-38.535381
1104.000000,194.000000,-38.689209
1104.000000,194.000000,-38.908630
1104.000000,194.000000,-39.074539
1104.000000,194.000000,-39.139969
1104.000000,194.000000,-39.119564
1104.000000,194.000000,-39.057720
1104.000000,193.000000,-38.997601
1104.000000,193.000000,-38.963608
1104.000000,194.000000,-38.959026
1104.000000,193.000000,-38.137703
1104.000000,193.000000,-38.019947
1104.000000,193.000000,-38.360958
1104.000000,194.000000,-38.408619
1104.000000,194.000000,-38.683498
1104.000000,194.000000,-38.975769
1104.000000,194.000000,-39.156029
1104.000000,193.000000,-39.195759
1104.000000,194.000000,-39.137077
1104.000000,194.000000,-39.045635
1104.000000,193.000000,-38.973335
1104.000000,194.000000,-38.524502
1104.000000,194.000000,-38.461937
1104.000000,193.000000,-38.650368
1104.000000,193.000000,-38.488274
1104.000000,193.000000,-38.189873
1104.000000,193.000000,-38.354713
1104.000000,194.000000,-38.720329
1104.000000,194.000000,-39.050030
1104.000000,193.000000,-39.221043
1104.000000,194.000000,-39.228222
1104.000000,193.000000,-39.137028
1104.000000,193.000000,-39.026680
1104.000000,193.000000,-38.951298
1104.000000,194.000000,-38.927769
1104.000000,193.000000,-38.944256
1104.000000,193.000000,-38.559258
1104.000000,193.000000,-38.101440
1104.000000,194.000000,-38.210438
1104.000000,193.000000,-38.603840
1104.000000,194.000000,-38.998394
1104.000000,194.000000,-39.228737
1104.000000,194.000000,-39.267235
1104.000000,194.000000,-39.177971
1104.000000,194.000000,-39.051636
1104.000000,193.000000,-38.956516
1104.000000,193.000000,-38.919319
1104.000000,193.000000,-38.931381
1104.000000,194.000000,-38.967079
1104.000000,194.000000,-39.001614
1104.000000,194.000000,-38.603153
1104.000000,193.000000,-38.119152
1104.000000,194.000000,-38.205509
1104.000000,194.000000,-38.587788
1104.000000,193.000000,-38.146793
1104.000000,194.000000,-38.246635
1104.000000,194.000000,-38.619576
1104.000000,194.000000,-38.995644
1104.000000,194.000000,-39.216377
1104.000000,193.000000,-39.254448
1104.000000,193.000000,-39.170277
1104.000000,193.000000,-39.050121
1104.000000,193.000000,-38.959236
1104.000000,194.000000,-38.505474
1104.000000,194.000000,-38.447990
1104.000000,194.000000,-38.645210
1104.000000,193.000000,-38.908276
1104.000000,193.000000,-38.263958
1104.000000,193.000000,-37.360699
1104.000000,194.000000,-37.519951
1104.000000,193.000000,-38.231152
1104.000000,193.000000,-38.966442
1104.000000,194.000000,-39.408485
1104.000000,194.000000,-39.495102
1102.000000,195.000000,-39.756512
1102.000000,195.000000,-40.010433
1099.000000,197.000000,-40.153885
1094.000000,199.000000,-41.008862
1094.000000,199.000000,-41.920742
1090.000000,202.000000,-40.813110
1084.000000,206.000000,-40.246449
1079.000000,208.000000,-39.813602
1079.000000,208.000000,-39.639530
1073.000000,212.000000,-39.688839
1066.000000,217.000000,-36.922337
1066.000000,217.000000,-33.672821
1059.000000,222.000000,-33.171646
1051.000000,227.000000,-33.643959
1043.000000,232.000000,-33.231903
1043.000000,232.000000,-32.477238
1035.000000,237.000000,-31.838509
1026.000000,244.000000,-30.698402
1017.000000,251.000000,-28.907099
1017.000000,251.000000,-27.485296
1009.000000,258.000000,-26.454851
1002.000000,265.000000,-24.829161
